Split,TP_mean,TP_std,TP_min,TP_max,TN_mean,TN_std,TN_min,TN_max,FP_mean,FP_std,FP_min,FP_max,FN_mean,FN_std,FN_min,FN_max,Accuracy_mean,Accuracy_std,Accuracy_min,Accuracy_max,AUC_mean,AUC_std,AUC_min,AUC_max,Recall_mean,Recall_std,Recall_min,Recall_max,Specificity_mean,Specificity_std,Specificity_min,Specificity_max,FPR_mean,FPR_std,FPR_min,FPR_max,Precision_mean,Precision_std,Precision_min,Precision_max,F1_mean,F1_std,F1_min,F1_max,Kappa_mean,Kappa_std,Kappa_min,Kappa_max,MCC_mean,MCC_std,MCC_min,MCC_max
OOF,22665.2,16.054075287394554,22642,22696,18493.5,16.880297522392304,18464,18522,8743.5,16.880297522390887,8715,8773,5342.8,16.05407528739461,5312,5366,0.7450212688931125,0.00039978175838539765,0.7443207530093221,0.7455154312607476,0.8214431409943274,0.00013606355899732774,0.8212016524852355,0.8216012113019345,0.8092402170808339,0.0005731960613894004,0.8084118823193374,0.81033990288489,0.6789844696552484,0.000619756123008816,0.6779013841465653,0.6800308404009252,0.3210155303447516,0.0006197561230088191,0.3199691595990748,0.3220986158534347,0.7216218495684347,0.00039937230734875354,0.7208806592217875,0.7221602320910511,0.762923526002922,0.0003794517037841389,0.7622414112339881,0.7634296478186283,0.48906514815503377,0.0008014416522525564,0.4876634286681195,0.4900558064778332,0.4928289114465887,0.0008063669332272539,0.4913990229642785,0.4938231918181485
test,5761.0,8.379870059984459,5752,5780,4678.9,4.040077006966938,4672,4684,2044.1,4.04007700696682,2039,2051,1328.0,8.37987005998432,1309,1337,0.7558572256009267,0.0006630814649458562,0.7553576600057921,0.7574572835215755,0.8307445525848266,0.00013680066933232236,0.8304849204081626,0.830989522370082,0.8126675130483848,0.001182094803214096,0.8113979404711524,0.815347721822542,0.6959541871188457,0.0006009336616044941,0.6949278595864942,0.6967127770340622,0.30404581288115423,0.0006009336616044596,0.30328722296593785,0.3050721404135059,0.7381070510099036,0.00046485121504100173,0.7374551971326165,0.7390359289093467,0.7735946129047281,0.0007128727380514725,0.7729624403682054,0.7753185781354796,0.5100241120594955,0.0013197706803000425,0.5090084511473237,0.5132054778886511,0.5128082386168344,0.0013742628892870114,0.511734310521106,0.5161336036232423
